Name,Class ID,Type,Subtype,Value,Rarity,Weight,Damage,Critical Chance,Hands,Offhand Eligible,Armor,Modifier,Element,Restricted To,Restricted Against,Ultimate,Random Drop,Unequipped,Description
Sheet Music: Slow Ride,SlowRideSheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A dragging song.
Sheet Music: Symphony of Disfunction,DysfunctionSymphonySheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A discordant enemy-breaking score.
Shell Scroll,ShellScroll,Misc,Scroll,8000,0.6,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the heal spell Shell. The scroll will be consumed when it is out of charges.
Silence Scroll,SilenceScroll,Misc,Scroll,8000,0.6,0,,,,,,0,,,,False,True,False,"Scroll inscribed with an incantation allowing the user to cast Silence, which can prevent an target from casting spell for a time. The scroll will be consumed when it is out of charges."
Sleep Scroll,SleepScroll,Misc,Scroll,2000,0.85,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast Sleep. The scroll will be consumed when it is out of charges.
Stolen Magic Missile Scroll,InscribedSpellScroll,Misc,Scroll,5000,0.2,0,,,,,,0,,,,False,True,False,Scroll inscribed with a stolen copy of Magic Missile. Charges: 5. The scroll crumbles when its charges run out.
Water Scroll,WaterScroll,Misc,Scroll,3000,0.75,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the water spell Water Jet. The scroll will be consumed when it is out of charges.
Wind Scroll,WindScroll,Misc,Scroll,3000,0.75,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the wind spell Gust. The scroll will be consumed when it is out of charges.
Brass Key,BrassKey,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"A brass key, similar to the key for your storage locker in the barracks."
Chalice Map,ChaliceMap,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A weathered map whose ink appears almost completely faded.
Draconite,Draconite,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"A red-black shard from Kaelenon's home realm, warm with restored draconic power."
Empty Vial,EmptyVial,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"An empty vial, perfect for storing liquids and other tinctures."
Excaliper,Excaliper,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,The broken fragments of a failed experiment. It appears someone tried to forge the legendary sword Excalibur using a caliper tool. It did not go well...
Golden Chalice,GoldenChalice,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"A golden chalice that once held the Holy Grail. It is said that the chalice can grant immense power to those who drink from it, but it is also cursed with a terrible thirst."
Heartstone Shard,HeartstoneShard,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A mineral fragment that beats once when held still.
Hexagonum,Relic3,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"The Hexagonum relic represents the natural world, since the hexagon is the considered the strongest shape and regularly found in nature."
Infinitas,Relic6,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"Shaped like a circle, the Infinitas relic represents the never-ending struggle between good and evil."
Joffrey's Letter,JoffreysLetter,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A letter written from Joffrey to the waitress; maybe there is some use of this.
Joker,Joker,Misc,Special,0,1,0,,,,,,0,,,,False,True,False,They say that Joker's are wild; you'll see how wild this one is.
Kaelenon's Portal Key,KaelenonPortalKey,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A glass-dark key printed from the Realm of Cambion terminal for Kaelenon's return home.
Lucky Locket,LuckyLocket,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A simple gold necklace with a locket containing the picture of a fair lass.
Luna,Relic4,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"The Moon, our celestial partner, is the inspiration for the Luna relic and represents love for others."
Polaris,Relic5,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,The Polaris relic resembles the shape of a star and represents the guiding light of the North Star.
Quadrata,Relic2,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"The Quadrata relic symbolizes order, trust, stability, and logic, the hallmarks of a well-balanced person."
Serpent Venom Heart,SerpentVenomHeart,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A pulsing knot of venom that refuses to die.
Spring Water,SpringWater,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A vial of the finest spring water.
Stormglass Feather,StormglassFeather,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A translucent feather with lightning trapped along its spine.
Thieves Guild Signet,ThievesGuildSignet,Misc,Special,0,1,0,,,,,,0,,,,False,True,False,A blackened silver signet taken from the guild's hidden initiation trial.
Triangulus,Relic1,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,"The holy trinity of mind, body, and spirit are represented by the Triangulus relic."
Unobtainium,Unobtainium,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,The legendary ore that has only been theorized. Can be used to create ultimate weapons.
Verdant Seed,VerdantSeed,Misc,Special,0,0,0,,,,,,0,,,,False,True,False,A sleeping seed warm with impossible spring.
Blacksmith's Hammer,BlacksmithsHammer,Misc,Summon - Cacus,0,0,0,,,,,,0,,,,False,True,False,It looks like a normal blacksmithing hammer but something seems...special about this one.
Chiryu Koma,ChiryuKoma,Misc,Summon - Dilong,0,0.1,0,,,,,,0,,,,False,True,False,"A game piece used for shogi, depicting an earth dragon."
Lockpick Kit,LockpickKit,Misc,Tool,1500,0.55,0,,,,,,0,,,,False,True,False,"A compact set of picks, tension wrenches, and shims required to use lockpicking skills. Durability: 3."
Monocane,Monocane,Misc,Tool,2500,0.45,0,,,,,,0,,,,False,True,False,A potent medicinal powder that causes those affected by it to fall asleep. Required to cast Sleeping Powder.
Smoke Bomb,SmokeBomb,Misc,Tool,750,0.65,0,,,,,,0,,,,False,True,False,A packed clay pellet that bursts into concealing smoke. Required and consumed by Smoke Screen.
Water Bladder,WaterBladder,Misc,Tool,400,0.8,0,,,,,,0,,,,False,True,False,Carries ten restorative sips of water. Sips remaining: 10.
Amatoxin,Amatoxin,Misc,Toxin,15000,0,0,,,,,,0,,,,False,False,False,Standard: Severe poison with a chance to enfeeble. Severe: Critical poison that can kill in five turns if not cured.
Hemotoxin,Hemotoxin,Misc,Toxin,8000,0,0,,,,,,0,,,,False,False,False,Standard: Moderate poison with a chance to blind. Severe: Severe poison and hemorrhaging.
Mild Toxin,MildToxin,Misc,Toxin,1000,0,0,,,,,,0,,,,False,False,False,Standard: Mild poison. Severe: Moderate poison.
Myotoxin,Myotoxin,Misc,Toxin,20000,0,0,,,,,,0,,,,False,False,False,Standard: Severe poison with a chance to stun. Severe: Critical poison that can petrify in three turns if not cured.
Necrotoxin,Necrotoxin,Misc,Toxin,30000,0,0,,,,,,0,,,,False,False,False,Standard: Severe poison with a chance to incapacitate. Severe: Critical poison that can kill in two turns if not cured.
Neurotoxin,Neurotoxin,Misc,Toxin,4000,0,0,,,,,,0,,,,False,False,False,"Standard: Mild poison with a chance to numb and disarm. Severe: Moderate poison and anaphylaxis, causing damage and silence."
Deathcap Mushroom,DeathcapMushroom,Misc,Toxin Reagent,5000,0.2,0,,,,,,0,,,,False,False,False,A toxin reagent used to make Amatoxin.
Lizard Venom,LizardVenom,Misc,Toxin Reagent,7500,0.15,0,,,,,,0,,,,False,False,False,A toxin reagent used to make Myotoxin.
Scorpion Venom,ScorpionVenom,Misc,Toxin Reagent,1000,0.33,0,,,,,,0,,,,False,False,False,A toxin reagent used to make Neurotoxin.
Shadow Venom,ShadowVenom,Misc,Toxin Reagent,10000,0.1,0,,,,,,0,,,,False,False,False,A toxin reagent used to make Necrotoxin.
Snake Venom,SnakeVenom,Misc,Toxin Reagent,200,0.33,0,,,,,,0,,,,False,False,False,A toxin reagent used to make Mild Toxin.
Viper Venom,ViperVenom,Misc,Toxin Reagent,2500,0.25,0,,,,,,0,,,,False,False,False,A toxin reagent used to make Hemotoxin.
Golden Claw,GoldenClaw,OffHand,Crossbow,150000,0.01,8,45,,,,,45,,,,False,True,False,The Saintly Crossbow of the Supernaturally Luminous Golden Claw.
Hand Crossbow,HandCrossbow,OffHand,Crossbow,4000,0.75,3,12,,,,,12,,,,False,True,False,A compact off-hand crossbow.
Heavy Crossbow,HeavyCrossbow,OffHand,Crossbow,12000,0.5,12,20,,,,,20,,,,False,True,False,A weighty crossbow with substantial force.
Light Crossbow,LightCrossbow,OffHand,Crossbow,6000,0.6,5,16,,,,,16,,,,False,True,False,"A light, dependable off-hand crossbow."
Magic Crossbow,MagicCrossbow,OffHand,Crossbow,80000,0.2,4,35,,,,,35,,,,False,True,False,Magic Bolts fired from this crossbow also deal Arcane damage.
Pistol Crossbow,PistolCrossbow,OffHand,Crossbow,48000,0.4,6,24,,,,,24,,,,False,True,False,A powerful crossbow in a compact frame.
Repeating Crossbow,RepeatingCrossbow,OffHand,Crossbow,65000,0.3,10,30,,,,,30,,,,False,True,False,Its magazine can fire two bolts after each basic attack.
Accordina,Accordina,OffHand,Musical Instrument,70000,0.3,5,,,,,,75,,,,False,True,False,
Bagpipes,Bagpipes,OffHand,Musical Instrument,200000,0.05,7,,,,,,150,,,,False,True,False,
Didgeridoo,Didgeridoo,OffHand,Musical Instrument,90000,0.2,4,,,,,,100,,,,False,True,False,
GrandPiano,GrandPiano,OffHand,Musical Instrument,0,0,40,,,,,,0,,,,False,True,False,
Lute,Lute,OffHand,Musical Instrument,5000,0.75,2,,,,,,20,,,,False,True,False,
Lyre,Lyre,OffHand,Musical Instrument,16000,0.5,3,,,,,,30,,,,False,True,False,
Mbira,Mbira,OffHand,Musical Instrument,8000,0.6,1,,,,,,25,,,,False,True,False,
Shamisen,Shamisen,OffHand,Musical Instrument,300000,0.01,6,,,,,,200,,,,False,True,False,
Sitar,Sitar,OffHand,Musical Instrument,125000,0.1,4,,,,,,130,,,,False,True,False,
Tambourine,Tambourine,OffHand,Musical Instrument,55000,0.4,1,,,,,,50,,,,False,True,False,
No OffHand,NoOffHand,OffHand,None,0,0,0,,,,,,0,,,,False,True,True,No off-hand equipped.
Copper Ley Rod,CopperLeyRod,OffHand,Rod,19000,0.5,2,,,,,,38,,,,False,True,False,A straight copper rod etched with ley-line marks. It steadies minor omens and strengthens early rune work.
Dowsing Rod,DowsingRod,OffHand,Rod,75000,0.2,2,,,,,,50,,,,False,True,False,"Also known as a divining rod, this oak Y-shaped branch is thought to help locate natural sources of water. But this is no normal dowsing rod, enhanced by the power of Poseidon. All water-based spells gain double the bonus to spell damage."
Gaia's Branch,GaiasBranch,OffHand,Rod,75000,0.2,3,,,,,,50,,,,False,True,False,"Mother Earth embodies all the living things, including the tree of life. As a sacrifice to combat those who try to hurt her, a single branch was removed and infused with the power of her domain. All earth-based spells gain double the bonus to spell damage."
Moonlit Hazel Rod,MoonlitHazelRod,OffHand,Rod,45000,0.4,2,,,,,,45,,,,False,True,False,"Hazel harvested under a clear moon and capped with silver. It answers elemental signs with a quieter, stronger pulse."
Photon Sphere Scepter,UltimaScepter,OffHand,Rod,250000,0.01,5,,,,,,100,,,,False,True,False,"Crafted to harness the pure, devastating power of the Photon Sphere spell, this scepter is an artifact of forbidden magic and unparalleled potency. The Photon Sphere Scepter channels immense energy directly into the spell, making it a weapon of unmatched finality in battle, doubling the bonus to spell damage."
Rainbow Rod,RainbowRod,OffHand,Rod,200000,0.05,3,,,,,,80,,,,False,True,False,"A radiant rod imbued with the essence of every elemental power, the Rainbow Rod amplifies the user's spells across all types, enhancing each with a vibrant, prismatic aura. All elemental spells gain double the bonus to spell damage."
Scepter of Ifrit,ScepterIfrit,OffHand,Rod,75000,0.2,3,,,,,,50,,,,False,True,False,A flaming scepter imbued by the wrath of Ifrit. All fire-based spells gain double the bonus to spell damage.
Willow Divining Rod,WillowDiviningRod,OffHand,Rod,12000,0.6,1,,,,,,30,,,,False,True,False,"A fresh willow switch wrapped in copper thread. It is humble work, but the forked tip answers many questions."
Zephyruswand,Zephyruswand,OffHand,Rod,75000,0.2,1,,,,,,50,,,,False,True,False,"As the God of the West Wind, Zephyrus lends his power to user. All wind-based spells gain double the bonus to spell damage."
Aspis,Aspis,OffHand,Shield,100,0.9,10,,,,,,0.1,,,,False,True,False,An aspis is a heavy wooden shield with a handle at the edge and is strapped to the forearm for greater mobility.
Buckler,Buckler,OffHand,Shield,25,0.95,2,,,,,,0.05,,,,False,True,False,A small round shield held by a handle or worn on the forearm.
Force Field,ForceField,OffHand,Shield,0,0,0,,,,,,0.1,,,,False,True,False,
Force Field,ForceField2,OffHand,Shield,0,0,0,,,,,,0.2,,,,False,True,False,
Force Field,ForceField3,OffHand,Shield,0,0,0,,,,,,0.3,,,,False,True,False,
Glagwa,Glagwa,OffHand,Shield,2500,0.75,13,,,,,,0.2,,,,False,True,False,A glagwa is a bell-shaped shield made from iron and covered with leather for improved durability.
Kite Shield,KiteShield,OffHand,Shield,15000,0.5,15,,,,,,0.25,,,,False,True,False,"A kite shield is a large, almond-shaped shield rounded at the top and curving down to a point or rounded point at the bottom. The term ""kite shield"" is a reference to the shield's unique shape, and is derived from its supposed similarity to a flying kite."
Medusa Shield,MedusaShield,OffHand,Shield,150000,0.05,25,,,,,,0.4,,,,False,True,False,A shield that has been polished to resemble a mirror. Said to be used to defeat the Gorgon Medusa. Reflects back some magic.
Pavise,Pavise,OffHand,Shield,42000,0.4,20,,,,,,0.3,,,,False,True,False,A pavise is an oblong shield similar to a tower shield that features a spike at the bottom to hold it in place to provide full body protection.
Svalinn,Svalinn,OffHand,Shield,75000,0.2,18,,,,,,0.35,,,,False,True,False,"The svalinn is a mythical shield that symbolizes protection and strength, often depicted as an essential element in the cosmic balance."
Targe,Targe,OffHand,Shield,500,0.85,7,,,,,,0.15,,,,False,True,False,"A targe is a circular, concave shield fitted with straps on the inside to be attached to the forearm, featuring metal studs on the face for durability and additional offensive power."
Book,Book,OffHand,Tome,25,0.95,1,,,,,,6,,,,False,True,False,A book of notes taken during the character's apprenticeship.
Codex of Eternity,CodexEternity,OffHand,Tome,150000,0.01,0,,,,,,130,,,,False,True,False,"A shimmering tome bound in starlight, with pages that shift and reform endlessly."
Compendium of the Ancients,CompendiumAncients,OffHand,Tome,65000,0.2,5,,,,,,65,,,,False,True,False,"A colossal tome filled with records of forgotten civilizations, written in a language lost to time."
Dragon Rouge,DragonRouge,OffHand,Tome,21000,0.5,4,,,,,,42,,,,False,True,False,"French for ""Red Dragon"", this mythical tome contains ancient knowledge passed down through the ages."
Elemental Primer,ElementalPrimer,OffHand,Tome,10000,0.75,2,,,,,,30,,,,False,True,False,A multi-colored tome that shifts between elemental motifs depending on its surroundings.
Infernal Grimoire,InfernalGrimoire,OffHand,Tome,2500,0.85,3,,,,,,22,,,,False,True,False,"A blackened, flame-wreathed book that burns to the touch but never turns to ash."
Magus,Magus,OffHand,Tome,90000,0.05,3,,,,,,90,,,,False,True,False,A book of magical art written by a powerful wizard.
Necronomicon,Necronomicon,OffHand,Tome,72000,0.2,6,,,,,,75,,Warlock; Necromancer,,False,True,False,"The Book of the Dead, a mystical grimoire written by an unknown author."
Tome of Knowledge,TomeKnowledge,OffHand,Tome,500,0.9,3,,,,,,14,,,,False,True,False,A tome containing secrets to enhancing spells.
Treatise of Balance,TreatiseBalance,OffHand,Tome,16000,0.6,3,,,,,,36,,,,False,True,False,"A weathered tome, marked with a taijitu, better known as the yin and yang symbol. The pages are filled with intricate diagrams illustrating the harmony of opposing forces."
Vedas,Vedas,OffHand,Tome,50000,0.4,4,,,,,,54,,,,False,True,False,"A large body of religious texts, consisting of some of the oldest holy teachings."
Elixir,Elixir,Potion,Elixir,20000,0.2,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 50% of your health and mana.
Megalixir,Megalixir,Potion,Elixir,50000,0.05,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 100% of your health and mana.
Great Health Potion,GreatHealthPotion,Potion,Health,600,0.7,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 50% of your health.
Health Potion,HealthPotion,Potion,Health,100,0.99,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 25% of your health.
Master Health Potion,MasterHealthPotion,Potion,Health,10000,0.3,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 100% of your health.
Super Health Potion,SuperHealthPotion,Potion,Health,3000,0.5,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 75% of your health.
Great Mana Potion,GreatManaPotion,Potion,Mana,1500,0.45,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 50% of your mana.
Mana Potion,ManaPotion,Potion,Mana,250,0.9,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 25% of your mana.
Master Mana Potion,MasterManaPotion,Potion,Mana,35000,0.15,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 100% of your mana.
Super Mana Potion,SuperManaPotion,Potion,Mana,8000,0.3,0.1,,,,,,0,,,,False,True,False,A potion that restores up to 75% of your mana.
Aard of Being,AardBeing,Potion,Stat,250000,0.01,0.1,,,,,,0,,,,False,True,False,A potion that permanently increases all stats by 1.
Charisma Potion,CharismaPotion,Potion,Stat,50000,0.3,0.1,,,,,,0,,,,False,True,False,A potion that permanently increases your charisma by 1.
Constitution Potion,ConPotion,Potion,Stat,50000,0.3,0.1,,,,,,0,,,,False,True,False,A potion that permanently increases your constitution by 1.
Dexterity Potion,DexterityPotion,Potion,Stat,50000,0.3,0.1,,,,,,0,,,,False,True,False,A potion that permanently increases your dexterity by 1.
HP Potion,HPPotion,Potion,Stat,10000,0.7,0.1,,,,,,10,,,,False,True,False,A potion that permanently increases your max health by 10.
Intelligence Potion,IntelPotion,Potion,Stat,50000,0.3,0.1,,,,,,0,,,,False,True,False,A potion that permanently increases your intelligence by 1.
MP Potion,MPPotion,Potion,Stat,15000,0.6,0.1,,,,,,10,,,,False,True,False,A potion that permanently increases your max mana by 10.
Strength Potion,StrengthPotion,Potion,Stat,50000,0.3,0.1,,,,,,0,,,,False,True,False,A potion that permanently increases your strength by 1.
Wisdom Potion,WisdomPotion,Potion,Stat,50000,0.3,0.1,,,,,,0,,,,False,True,False,A potion that permanently increases your wisdom by 1.
Antidote,Antidote,Potion,Status,250,0.9,0.1,,,,,,0,,,,False,True,False,A potion that will cure poison.
Bandage,Bandage,Potion,Status,1000,0.8,0.1,,,,,,0,,,,False,True,False,A linen bandage that will stop bleeding.
Echo Screen,EchoScreen,Potion,Status,1000,0.8,0.1,,,,,,0,,,,False,True,False,A potion that will cure silence.
Eye Drop,EyeDrop,Potion,Status,250,0.9,0.1,,,,,,0,,,,False,True,False,A potion that will cure blindness.
Phoenix Down,PhoenixDown,Potion,Status,2000,0.7,0.1,,,,,,0,,,,False,True,False,A potion that will cure doom status.
Remedy,Remedy,Potion,Status,5000,0.2,0.1,,,,,,0,,,,False,True,False,A potion that will cure all negative status effects.
Status,Status,Potion,Status,0,0,0.1,,,,,,0,,,,False,True,False,Base class for status items.
Broadaxe,Broadaxe,Weapon,Battle Axe,4500,0.85,17,30,0.15,2,False,,0,,,,False,True,False,A broadaxe is broad-headed axe with a large flared blade.
Double Axe,DoubleAxe,Weapon,Battle Axe,10000,0.75,22,42,0.2,2,False,,0,,,,False,True,False,The double axe is basically a broadaxe but with a blade on each side of the axehead.
Greataxe,Greataxe,Weapon,Battle Axe,59000,0.4,26,68,0.3,2,False,,0,,,,False,True,False,A greataxe is a scaled up version of the double axe with greater mass and killing power.
Jarnbjorn,Jarnbjorn,Weapon,Battle Axe,0,0,20,110,0.33,2,False,,0,,,,True,True,False,"Legendary axe of Thor Odinson. Old Norse for ""iron bear""."
Mattock,Mattock,Weapon,Battle Axe,800,0.9,15,12,0.1,2,False,,0,,,,False,True,False,"A mattock is a hand tool used for digging, prying, and chopping, similar to the pickaxe."
Parashu,Parashu,Weapon,Battle Axe,27500,0.5,20,56,0.25,2,False,,0,,,,False,True,False,A parashu is a single-bladed battle axe with an arced edge extending beyond 180 degrees and paired with a spike on the non-cutting edge.
Tabarzin,Tabarzin,Weapon,Battle Axe,100000,0.2,24,86,0.33,2,False,,0,,,,False,True,False,"The tabarzin is notable for its single-bladed axe head, accompanied by a spike on the opposite side. Typically adorned with intricate carvings or inlays, the tabarzin reflects the a unique artistry, blending practical lethality with cultural craftsmanship."
Mace,Mace,Weapon,Club,2000,0.85,6,18,0.05,1,True,,0,,,,False,True,False,"A mace is a blunt weapon, a type of club or virge that uses a heavy head on the end of a handle to deliver powerful strikes. A mace typically consists of a strong, heavy, wooden or metal shaft, often reinforced with metal, featuring a head made of iron."
Mjolnir,Mjolnir,Weapon,Club,0,0,8,76,0.25,1,True,,0,,,,True,True,False,"Mjolnir, wielded by the Thunder god Thor, is depicted in Norse mythology as one of the most fearsome and powerful weapons in existence, capable of leveling mountains."
Morgenstern,Morgenstern,Weapon,Club,43500,0.4,10,48,0.15,1,True,,0,,,,False,True,False,"A morgenstern, or morning star, is a club-like weapon consisting of a shaft with an attached ball adorned with several spikes."
Pernach,Pernach,Weapon,Club,18000,0.5,10,36,0.1,1,True,,0,,,,False,True,False,A pernach is a type of flanged mace used to penetrate even heavy armor plating.
Shishpar,Shishpar,Weapon,Club,85000,0.2,9,62,0.2,1,True,,0,,,,False,True,False,"A shishpar is a heavy, spiked mace traditionally used to crush armor and bone in combat. Its distinctive feature is the large head adorned with several protruding flanges or spikes, designed to maximize the impact force while easily breaking through defenses."
War Hammer,WarHammer,Weapon,Club,4500,0.75,10,26,0.075,1,True,,0,,,,False,True,False,A war hammer is a club with a head featuring both a blunt end and a spike on the other end.
Baselard,Baselard,Weapon,Dagger,1500,0.85,3,10,0.2,1,True,,0,,,,False,True,False,A baselard is a short bladed weapon with an H-shaped hilt.
Carnwennan,Carnwennan,Weapon,Dagger,0,0,2,48,0.5,1,True,,0,,,,True,True,False,"King Arthur's dagger, sometimes described to shroud the user in shadow."
Dirk,Dirk,Weapon,Dagger,125,0.95,2,4,0.15,1,True,,0,,,,False,True,False,A dirk is a long bladed thrusting dagger with a smooth jumpshot.
Khanjar,Khanjar,Weapon,Dagger,75000,0.2,3,36,0.45,1,True,,0,,,,False,True,False,"A khanjar is a curved dagger of Middle Eastern origin, known for its distinctive double-edged blade that tapers to a sharp point. It is designed for swift, precise strikes, making it ideal for close-quarters encounters."
Kris,Kris,Weapon,Dagger,5000,0.75,3,14,0.25,1,True,,0,,,,False,True,False,"A Kris is an asymmetrical dagger with distinctive blade-patterning achieved through alternating laminations of iron and nickelous iron, easily identified by its distinct wavy blade."
Kukri,Kukri,Weapon,Dagger,42000,0.4,4,26,0.4,1,True,,0,,,,False,True,False,"A kukri is a traditional Nepalese knife, recognized for its distinctive inwardly curved blade that widens towards the tip. The blade's unique design delivers powerful strikes, making it ideal for combat, especially in close quarters."
Rondel,Rondel,Weapon,Dagger,17000,0.5,3,22,0.33,1,True,,0,,,,False,True,False,"A type of dagger with a stiff-blade, named for the round hand guard and round or spherical pommel."
Bagh Nahk,BaghNahk,Weapon,Fist,45000,0.4,1,30,0.25,1,True,,0,,,,False,True,False,"The bagh nahk is a 'fist-load, claw-like' dagger designed to fit over the knuckles or be concealed under and against the palm."
Battle Gauntlet,BattleGauntlet,Weapon,Fist,20000,0.5,3,24,0.2,1,True,,0,,,,False,True,False,"A battle gauntlet is a type of glove that protects the hand and wrist of a combatant, constructed with metal platings to inflict additional damage."
Brass Knuckles,BrassKnuckles,Weapon,Fist,2000,0.85,1,12,0.1,1,True,,0,,,,False,True,False,Brass knuckles are pieces of metal shaped to fit around the knuckles to add weight during hand-to-hand combat.
Cestus,Cestus,Weapon,Fist,7500,0.75,1,16,0.15,1,True,,0,,,,False,True,False,A cestus is a battle glove that is typically used in gladiatorial events.
God's Hand,GodsHand,Weapon,Fist,0,0,0,52,0.33,1,True,,0,Holy,,,True,True,False,"With the appearance of an ordinary white glove, this weapon is said to be imbued with the power of God."
Indra's Fist,IndrasFist,Weapon,Fist,80000,0.2,1,40,0.3,1,True,,0,Electric,,,False,True,False,"Indra's Fist is a powerful weapon named after the Hindu god of thunder and lightning and is said to embody the sheer force and power of a thunderstorm. The weapon crackles with electric energy, emitting a faint glow as if it holds the essence of a storm within."
Earth Hammer,EarthHammer,Weapon,Hammer,29000,0.5,20,50,0.15,2,False,,0,Earth,,,False,True,False,"A large, 2-handed hammer infused with the power of Gaia."
Great Maul,GreatMaul,Weapon,Hammer,60000,0.4,30,72,0.2,2,False,,0,,,,False,True,False,A great maul looks similar to a sledgehammer but is significantly larger in all aspects.
Skullcrusher,Skullcrusher,Weapon,Hammer,0,0,25,120,0.25,2,False,,0,,,,True,True,False,A massive hammer with the power to pulverize an enemy's skull to powder.
Sledgehammer,Sledgehammer,Weapon,Hammer,800,0.9,20,14,0.075,2,False,,0,,,,False,True,False,"A sledgehammer is a tool with a large, flat, metal head, attached to a long handle that gathers momentum during a swing to apply a large force upon the target."
Spike Maul,SpikeMaul,Weapon,Hammer,7500,0.75,22,36,0.12,2,False,,0,,,,False,True,False,A spike maul is similar to a sledgehammer except for having a more narrow face for increased damage.
Streithammer,Streithammer,Weapon,Hammer,98000,0.2,26,94,0.25,2,False,,0,,,,False,True,False,"The streithammer is a fearsome, two-handed war hammer designed for battle, particularly against heavily armored foes. Its solid steel head features a broad, flat face for crushing blows and a sharp, opposing spike for piercing armor or breaking shields."
Bastard Sword,Bastard,Weapon,Longsword,700,0.9,14,10,0.125,2,False,,0,,,,False,True,False,"The bastard sword, also referred to as a hand-and-a-half sword, is a type of longsword that typically requires two hands to wield but can be wielded in one if the need arises."
Changdao,Changdao,Weapon,Longsword,28000,0.5,16,50,0.25,2,False,,0,,,,False,True,False,"A single-edged two-hander over seven feet long, roughly translates to 'long saber'."
Claymore,Claymore,Weapon,Longsword,4200,0.85,20,28,0.15,2,False,,0,,,,False,True,False,"The claymore is a two-handed sword featuring quillons (crossguards between the hilt and the blade) are angled in towards the blade and end in quatrefoils, and a tongue of metal protrudes down either side of the blade."
Executioner's Blade,Executioner,Weapon,Longsword,0,0,20,100,0.4,2,False,,0,,,,True,True,False,"Designed specifically for decapitation, the Executioner's Blade is a large, two-handed sword with a broad blade that is highly efficient at killing."
Flamberge,Flamberge,Weapon,Longsword,61000,0.4,18,62,0.33,2,False,,0,Fire,,,False,True,False,The flamberge is a type of flame-bladed sword featuring a signature wavy blade.
Katana,Katana,Weapon,Longsword,100000,0.2,18,78,0.4,2,False,,0,,,,False,True,False,"The katana is a traditional Japanese sword characterized by its curved, slender, single-edged blade, circular or squared guard, and long grip suitable for two-handed use. Renowned for its sharpness, the katana was crafted with exceptional skill, incorporating a folded steel forging process that produced both resilience and flexibility."
Zweihander,Zweihander,Weapon,Longsword,9500,0.75,18,38,0.2,2,False,,0,,,,False,True,False,"German for 'two-handed', the zweihander is a double-edged, straight blade with a cruciform hilt."
Alligator Tail,AlligatorTail,Weapon,Natural,0,0,0,24,0.1,1,False,,0,,,,False,True,False,
Bear Claw,BearClaw,Weapon,Natural,0,0,0,24,0.2,1,True,,0,,,,False,True,False,
Bite,Bite,Weapon,Natural,0,0,0,6,0.05,1,False,,0,,,,False,True,False,
Bite,Bite2,Weapon,Natural,0,0,0,30,0.2,1,False,,0,,,,False,True,False,
Bite,VampireBite,Weapon,Natural,0,0,0,20,0.15,1,False,,0,,,,False,True,False,
Claw,Claw,Weapon,Natural,0,0,0,8,0.2,1,True,,0,,,,False,True,False,
Claw,Claw2,Weapon,Natural,0,0,0,20,0.25,1,True,,0,,,,False,True,False,
Claw,Claw3,Weapon,Natural,0,0,0,36,0.33,1,True,,0,,,,False,True,False,
Demon Claw,DemonClaw,Weapon,Natural,0,0,0,10,0.25,1,True,,0,,,,False,True,False,
Demon Claw,DemonClaw2,Weapon,Natural,0,0,0,30,0.33,1,True,,0,,,,False,True,False,
Dragon Claw,DragonClaw,Weapon,Natural,0,0,0,28,0.2,1,True,,0,,,,False,True,False,
